Year,Année,ISO,Jurisdiction,Juridiction,Management,Aménagement,Harvesting method,Méthode de récolte,Tenure (En),Tenure (Fr),Area (hectares),Data qualifier,Superficie (en hectare),Qualificatifs de données
2008,2008,MB,Manitoba,Manitoba,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Provincial land,Terres provinciales,,u,,u
2008,2008,MB,Manitoba,Manitoba,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Private land,Terres privées,,u,,u
2008,2008,MB,Manitoba,Manitoba,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Provincial land,Terres provinciales,,u,,u
2008,2008,MB,Manitoba,Manitoba,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Private land,Terres privées,,u,,u
2008,2008,MB,Manitoba,Manitoba,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Provincial land,Terres provinciales,,u,,u
2008,2008,MB,Manitoba,Manitoba,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Private land,Terres privées,,u,,u
2008,2008,MB,Manitoba,Manitoba,Unspecified,Indéterminée,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
2008,2008,MB,Manitoba,Manitoba,Unspecified,Indéterminée,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2008,2008,MB,Manitoba,Manitoba,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
2008,2008,MB,Manitoba,Manitoba,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
2008,2008,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Federal land,Terres fédérales,,u,,u
2008,2008,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Federal land,Terres fédérales,,u,,u
2008,2008,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Federal land,Terres fédérales,,u,,u
2008,2008,NB,New Brunswick,Nouveau-Brunswick,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Federal land,Terres fédérales,,u,,u
2008,2008,NB,New Brunswick,Nouveau-Brunswick,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Federal land,Terres fédérales,5,a,5,a
2008,2008,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,Unspecified,Indéterminée,Federal land,Terres fédérales,200,a,200,a
2008,2008,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,Unspecified,Indéterminée,Federal land,Terres fédérales,4,E,4,E
2008,2008,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Provincial land,Terres provinciales,27302,e,27302,e
2008,2008,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Private land,Terres privées,23685,e,23685,e
2008,2008,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Provincial land,Terres provinciales,2865,e,2865,e
2008,2008,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Private land,Terres privées,9003,e,9003,e
2008,2008,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Provincial land,Terres provinciales,,u,,u
2008,2008,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Private land,Terres privées,,u,,u
2008,2008,NB,New Brunswick,Nouveau-Brunswick,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Provincial land,Terres provinciales,2844,e,2844,e
2008,2008,NB,New Brunswick,Nouveau-Brunswick,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Private land,Terres privées,4655,e,4655,e
2008,2008,NB,New Brunswick,Nouveau-Brunswick,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Provincial land,Terres provinciales,564,e,564,e
2008,2008,NB,New Brunswick,Nouveau-Brunswick,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Private land,Terres privées,1114,e,1114,e
2008,2008,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
2008,2008,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2008,2008,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
2008,2008,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
2008,2008,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Federal land,Terres fédérales,,u,,u
2008,2008,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Federal land,Terres fédérales,,u,,u
2008,2008,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Federal land,Terres fédérales,,u,,u
2008,2008,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Federal land,Terres fédérales,,u,,u
2008,2008,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Federal land,Terres fédérales,,u,,u
2008,2008,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminée,Unspecified,Indéterminée,Federal land,Terres fédérales,13,a,13,a
2008,2008,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Provincial land,Terres provinciales,16977,e,16977,e
2008,2008,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Private land,Terres privées,0,a,0,a
2008,2008,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Provincial land,Terres provinciales,0,a,0,a
2008,2008,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Private land,Terres privées,0,a,0,a
2008,2008,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Provincial land,Terres provinciales,0,a,0,a
2008,2008,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Private land,Terres privées,0,a,0,a
2008,2008,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Provincial land,Terres provinciales,0,a,0,a
2008,2008,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Private land,Terres privées,0,a,0,a
2008,2008,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Provincial land,Terres provinciales,0,a,0,a
2008,2008,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Private land,Terres privées,0,a,0,a
2008,2008,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminée,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
2008,2008,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminée,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2008,2008,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
2008,2008,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
2008,2008,NS,Nova Scotia,Nouvelle-Écosse,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Federal land,Terres fédérales,,u,,u
2008,2008,NS,Nova Scotia,Nouvelle-Écosse,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Federal land,Terres fédérales,,u,,u
2008,2008,NS,Nova Scotia,Nouvelle-Écosse,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Federal land,Terres fédérales,96,a,96,a
2008,2008,NS,Nova Scotia,Nouvelle-Écosse,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Federal land,Terres fédérales,,u,,u
2008,2008,NS,Nova Scotia,Nouvelle-Écosse,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Federal land,Terres fédérales,,u,,u
2008,2008,NS,Nova Scotia,Nouvelle-Écosse,Unspecified,Indéterminée,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2008,2008,NS,Nova Scotia,Nouvelle-Écosse,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Provincial land,Terres provinciales,5860,a,5860,a
2008,2008,NS,Nova Scotia,Nouvelle-Écosse,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Private land,Terres privées,32139,e,32139,e
2008,2008,NS,Nova Scotia,Nouvelle-Écosse,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Provincial land,Terres provinciales,1941,a,1941,a
2008,2008,NS,Nova Scotia,Nouvelle-Écosse,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Private land,Terres privées,1966,a,1966,a
2008,2008,NS,Nova Scotia,Nouvelle-Écosse,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Provincial land,Terres provinciales,404,a,404,a
2008,2008,NS,Nova Scotia,Nouvelle-Écosse,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Private land,Terres privées,225,a,225,a
2008,2008,NS,Nova Scotia,Nouvelle-Écosse,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Provincial land,Terres provinciales,221,a,221,a
2008,2008,NS,Nova Scotia,Nouvelle-Écosse,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Private land,Terres privées,1474,a,1474,a
2008,2008,NS,Nova Scotia,Nouvelle-Écosse,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Provincial land,Terres provinciales,543,a,543,a
2008,2008,NS,Nova Scotia,Nouvelle-Écosse,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Private land,Terres privées,459,a,459,a
2008,2008,NS,Nova Scotia,Nouvelle-Écosse,Unspecified,Indéterminée,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
2008,2008,NS,Nova Scotia,Nouvelle-Écosse,Unspecified,Indéterminée,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2008,2008,NS,Nova Scotia,Nouvelle-Écosse,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
2008,2008,NS,Nova Scotia,Nouvelle-Écosse,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Federal land,Terres fédérales,,u,,u
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Federal land,Terres fédérales,,u,,u
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Federal land,Terres fédérales,,u,,u
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Federal land,Terres fédérales,,u,,u
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Federal land,Terres fédérales,,u,,u
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indéterminée,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Provincial land,Terres provinciales,60,e,60,e
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Private land,Terres privées,,u,,u
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Provincial land,Terres provinciales,0,a,0,a
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Private land,Terres privées,,u,,u
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Provincial land,Terres provinciales,0,a,0,a
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Private land,Terres privées,,u,,u
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Provincial land,Terres provinciales,0,a,0,a
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Private land,Terres privées,,u,,u
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Provincial land,Terres provinciales,0,a,0,a
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Private land,Terres privées,,u,,u
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indéterminée,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indéterminée,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
2008,2008,NU,Nunavut,Nunavut,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Federal land,Terres fédérales,,u,,u
2008,2008,NU,Nunavut,Nunavut,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Federal land,Terres fédérales,,u,,u
2008,2008,NU,Nunavut,Nunavut,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Federal land,Terres fédérales,,u,,u
2008,2008,NU,Nunavut,Nunavut,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Federal land,Terres fédérales,,u,,u
2008,2008,NU,Nunavut,Nunavut,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Federal land,Terres fédérales,,u,,u
2008,2008,NU,Nunavut,Nunavut,Unspecified,Indéterminée,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2008,2008,ON,Ontario,Ontario,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Federal land,Terres fédérales,5,a,5,a
2008,2008,ON,Ontario,Ontario,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Federal land,Terres fédérales,120,a,120,a
2008,2008,ON,Ontario,Ontario,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Federal land,Terres fédérales,47,a,47,a
2008,2008,ON,Ontario,Ontario,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Federal land,Terres fédérales,,u,,u
2008,2008,ON,Ontario,Ontario,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Federal land,Terres fédérales,,u,,u
2008,2008,ON,Ontario,Ontario,Unspecified,Indéterminée,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2008,2008,ON,Ontario,Ontario,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Provincial land,Terres provinciales,134132,a,134132,a
2008,2008,ON,Ontario,Ontario,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Private land,Terres privées,,u,,u
2008,2008,ON,Ontario,Ontario,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Provincial land,Terres provinciales,11524,a,11524,a
2008,2008,ON,Ontario,Ontario,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Private land,Terres privées,,u,,u
2008,2008,ON,Ontario,Ontario,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Provincial land,Terres provinciales,1332,a,1332,a
2008,2008,ON,Ontario,Ontario,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Private land,Terres privées,,u,,u
2008,2008,ON,Ontario,Ontario,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Provincial land,Terres provinciales,10490,a,10490,a
2008,2008,ON,Ontario,Ontario,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Private land,Terres privées,,u,,u
2008,2008,ON,Ontario,Ontario,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Provincial land,Terres provinciales,1001,a,1001,a
2008,2008,ON,Ontario,Ontario,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Private land,Terres privées,,u,,u
2008,2008,ON,Ontario,Ontario,Unspecified,Indéterminée,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
2008,2008,ON,Ontario,Ontario,Unspecified,Indéterminée,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2008,2008,ON,Ontario,Ontario,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
2008,2008,ON,Ontario,Ontario,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
2008,2008,PE,Prince Edward Island,Île-du-Prince-Édouard,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Federal land,Terres fédérales,,u,,u
2008,2008,PE,Prince Edward Island,Île-du-Prince-Édouard,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Federal land,Terres fédérales,,u,,u
2008,2008,PE,Prince Edward Island,Île-du-Prince-Édouard,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Federal land,Terres fédérales,,u,,u
2008,2008,PE,Prince Edward Island,Île-du-Prince-Édouard,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Federal land,Terres fédérales,,u,,u
2008,2008,PE,Prince Edward Island,Île-du-Prince-Édouard,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Federal land,Terres fédérales,,u,,u
2008,2008,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,Indéterminée,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2008,2008,PE,Prince Edward Island,Île-du-Prince-Édouard,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Provincial land,Terres provinciales,0,a,0,a
2008,2008,PE,Prince Edward Island,Île-du-Prince-Édouard,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Private land,Terres privées,2102,e,2102,e
2008,2008,PE,Prince Edward Island,Île-du-Prince-Édouard,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Provincial land,Terres provinciales,0,a,0,a
2008,2008,PE,Prince Edward Island,Île-du-Prince-Édouard,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Private land,Terres privées,0,a,0,a
2008,2008,PE,Prince Edward Island,Île-du-Prince-Édouard,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Provincial land,Terres provinciales,0,a,0,a
2008,2008,PE,Prince Edward Island,Île-du-Prince-Édouard,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Private land,Terres privées,0,a,0,a
2008,2008,PE,Prince Edward Island,Île-du-Prince-Édouard,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Provincial land,Terres provinciales,4,a,4,a
2008,2008,PE,Prince Edward Island,Île-du-Prince-Édouard,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Private land,Terres privées,0,a,0,a
2008,2008,PE,Prince Edward Island,Île-du-Prince-Édouard,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Provincial land,Terres provinciales,26,a,26,a
2008,2008,PE,Prince Edward Island,Île-du-Prince-Édouard,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Private land,Terres privées,1,a,1,a
2008,2008,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,Indéterminée,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
2008,2008,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,Indéterminée,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2008,2008,PE,Prince Edward Island,Île-du-Prince-Édouard,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
2008,2008,PE,Prince Edward Island,Île-du-Prince-Édouard,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
2008,2008,QC,Quebec,Québec,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Federal land,Terres fédérales,,u,,u
2008,2008,QC,Quebec,Québec,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Federal land,Terres fédérales,,u,,u
2008,2008,QC,Quebec,Québec,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Federal land,Terres fédérales,,u,,u
2008,2008,QC,Quebec,Québec,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Federal land,Terres fédérales,12,a,12,a
2008,2008,QC,Quebec,Québec,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Federal land,Terres fédérales,1,a,1,a
2008,2008,QC,Quebec,Québec,Unspecified,Indéterminée,Unspecified,Indéterminée,Federal land,Terres fédérales,604,a,604,a
2008,2008,QC,Quebec,Québec,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Provincial land,Terres provinciales,122744,a,122744,a
2008,2008,QC,Quebec,Québec,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Private land,Terres privées,2392,a,2392,a
2008,2008,QC,Quebec,Québec,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Provincial land,Terres provinciales,7940,a,7940,a
2008,2008,QC,Quebec,Québec,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Private land,Terres privées,380,a,380,a
2008,2008,QC,Quebec,Québec,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Provincial land,Terres provinciales,1241,a,1241,a
2008,2008,QC,Quebec,Québec,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Private land,Terres privées,92,a,92,a
2008,2008,QC,Quebec,Québec,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Provincial land,Terres provinciales,13130,a,13130,a
2008,2008,QC,Quebec,Québec,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Private land,Terres privées,2115,a,2115,a
2008,2008,QC,Quebec,Québec,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Provincial land,Terres provinciales,4981,a,4981,a
2008,2008,QC,Quebec,Québec,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Private land,Terres privées,6670,a,6670,a
2008,2008,QC,Quebec,Québec,Unspecified,Indéterminée,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
2008,2008,QC,Quebec,Québec,Unspecified,Indéterminée,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2008,2008,QC,Quebec,Québec,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
2008,2008,QC,Quebec,Québec,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
2008,2008,SK,Saskatchewan,Saskatchewan,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Federal land,Terres fédérales,78,a,78,a
2008,2008,SK,Saskatchewan,Saskatchewan,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Federal land,Terres fédérales,,u,,u
2008,2008,SK,Saskatchewan,Saskatchewan,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Federal land,Terres fédérales,,u,,u
2008,2008,SK,Saskatchewan,Saskatchewan,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Federal land,Terres fédérales,,u,,u
2008,2008,SK,Saskatchewan,Saskatchewan,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Federal land,Terres fédérales,,u,,u
2008,2008,SK,Saskatchewan,Saskatchewan,Unspecified,Indéterminée,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2008,2008,SK,Saskatchewan,Saskatchewan,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Provincial land,Terres provinciales,12000,e,12000,e
2008,2008,SK,Saskatchewan,Saskatchewan,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Private land,Terres privées,1000,e,1000,e
2008,2008,SK,Saskatchewan,Saskatchewan,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Provincial land,Terres provinciales,0,a,0,a
2008,2008,SK,Saskatchewan,Saskatchewan,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Private land,Terres privées,0,a,0,a
2008,2008,SK,Saskatchewan,Saskatchewan,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Provincial land,Terres provinciales,0,a,0,a
2008,2008,SK,Saskatchewan,Saskatchewan,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Private land,Terres privées,0,a,0,a
2008,2008,SK,Saskatchewan,Saskatchewan,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Provincial land,Terres provinciales,0,a,0,a
